source,page_number,page_offset,display_rank,list_position,row_index,target_rank,exposure_type,is_listing_target,product_id,variation_id,origin,product_url,retailer_sku_name,sku_status_raw,sku_status,brand,final_sku_price,original_sku_price,savings,delivery_availability_raw,delivery_availability,count_of_reviews_listing,average_rating_listing,energy_efficiency_class,energy_label_uri,energy_datasheet_uri,top_infos,sku_popularity_raw,sku_popularity,discount_type_raw,discount_type,classify_reason,is_target,main_rank,bsr_rank,page_type
topseller_api,1,0,11,11,11,11,organic,True,1854628718,1854628719,,https://www.otto.de/p/bosch-waschmaschine-serie-6-wgg244zv0-9-kg-1400-u-min-knitter-programm-iron-assist-speed-perfect-nachlegefunktion-1854628718/,BOSCH Waschmaschine Serie 6 WGG244ZV0,,,BOSCH,"555,00 €","1.099,00 €",-49%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,189,5.0,A,https://i.otto.de/i/otto/39af22fe-bebd-5a66-b1a8-e02b7601cf64?$dv_energieetikett$,https://d.otto.de/files/09f2b0b0-432d-5862-b922-c9e24080220f.pdf,"{""Kapazität Waschen"": ""9 kg"", ""Betriebsgeräusch"": ""71 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,11,11,main
topseller_api,1,0,12,12,12,12,organic,True,S0Q9T0V2,S0Q9T0V2LDE6,,https://www.otto.de/p/chiq-waschmaschine-space-pro-cw07123863ax-7-kg-1200-u-min-dampfsterilisation-15-minuetiger-schnellwaschgang-S0Q9T0V2/,CHiQ Waschmaschine SPACE PRO CW07123863AX,,,CHiQ,"279,99 €","499,99 €",-44%,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,76,4.0,A,https://i.otto.de/i/otto/cd3db173-e859-4bf2-9000-6ae50d5abcdf?$dv_energieetikett$,https://d.otto.de/files/eb37968a-6e5f-4d67-b76b-a0a9cbbe20d7.pdf,"{""Kapazität Waschen"": ""7 kg"", ""Betriebsgeräusch"": ""76 dB(A)"", ""Schleuderdrehzahl"": ""1200 U/min""}",Sehr beliebt,Very popular,nur diesen Monat,Only this month,ldy_keyword,True,12,12,main
topseller_api,1,0,13,13,13,13,organic,True,1826859146,1826859442,,https://www.otto.de/p/hanseatic-waschmaschine-hwma714b-7-kg-1400-u-min-inkl-3-jahre-herstellergarantie-1826859146/,Hanseatic Waschmaschine HWMA714B,,,Hanseatic,"269,99 €","479,00 €",-44%,lieferbar in 4 Wochen,Available in 4 weeks,686,4.5,B,https://i.otto.de/i/otto/ee6a9c49-8389-5c0e-a1af-a40865c3dc25?$dv_energieetikett$,https://d.otto.de/files/a9437912-3670-5ddb-b17b-ef6597958e31.pdf,"{""Kapazität Waschen"": ""7 kg"", ""Betriebsgeräusch"": ""72 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,13,13,main
topseller_api,1,0,14,14,14,14,organic,True,2025647919,2025647920,,https://www.otto.de/p/siemens-waschmaschine-iq500-wg56g2z41-10-kg-1600-u-min-knitter-programm-smartfinish-antiflecken-system-outdoor-programm-2025647919/,SIEMENS Waschmaschine iQ500 WG56G2Z41,,,SIEMENS,"649,00 €","1.219,00 €",-47%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,214,5.0,A,https://i.otto.de/i/otto/6df52432-48d1-5aac-84dc-961a336ea2be?$dv_energieetikett$,https://d.otto.de/files/00c50bb4-26ef-5830-a15d-b7a15f4f3167.pdf,"{""Kapazität Waschen"": ""10 kg"", ""Betriebsgeräusch"": ""73 dB(A)"", ""Schleuderdrehzahl"": ""1600 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,14,14,main
topseller_api,1,0,15,15,15,15,organic,True,S00GE0C0,S00GE0C01A78,,https://www.otto.de/p/daewoo-waschmaschine-wm-fb9594w1a-de-9-kg-1400-u-min-frontlader-inverter-motor-aquastop-9kg-allergy-safe-programm-weiss-S00GE0C0/,Daewoo Waschmaschine WM-FB9594W1A-DE,,,Daewoo,"279,99 €","879,00 €",-68%,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,,,A,https://i.otto.de/i/otto/6327122f-31c2-54c9-bd0c-9db5387af389?$dv_energieetikett$,https://d.otto.de/files/f60f30c7-dd35-4283-b431-a1857b6bc169.pdf,"{""Kapazität Waschen"": ""9 kg"", ""Betriebsgeräusch"": ""77 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,15,15,main
topseller_api,1,0,16,16,16,16,sponsored,True,S068D05D,S068D05DVY7Z,sponsored,https://www.otto.de/p/chiq-waschmaschine-cfl80-14586im3xbw-8-kg-inverter-motor-dampfwaesche-schnellreinigung-kindersicherung-S068D05D/,CHiQ Waschmaschine LED-Touchscreen CW086581AX,Gesponsert,Sponsored,CHiQ,"389,99 €","559,99 €",-30%,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,1,5.0,A,https://i.otto.de/i/otto/cd0aef8f-f45b-4a7a-9785-307b35720b8e?$dv_energieetikett$,https://d.otto.de/files/090d6c85-ebf6-49d9-98d5-20bc9a8d076f.pdf,"{""Kapazität Waschen"": ""8 kg"", ""Betriebsgeräusch"": ""76 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,16,16,main
topseller_api,1,0,17,17,17,17,organic,True,1972948870,1996335859,,https://www.otto.de/p/lg-waschmaschine-f4wr700yb-10-kg-1400-u-min-ai-wash-thinq-app-inkl-programm-download-1972948870/,LG Waschmaschine F4WR700YB,,,LG,"499,00 €","949,00 €",-47%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,319,4.5,A,https://i.otto.de/i/otto/6d90d835-c505-5428-aa24-25e32e92c458?$dv_energieetikett$,https://d.otto.de/files/b7927d96-e7b5-5bb0-8c49-a9c3adf448ea.pdf,"{""Kapazität Waschen"": ""10 kg"", ""Betriebsgeräusch"": ""71 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,17,17,main
topseller_api,1,0,18,18,18,18,organic,True,S05GR0SA,S05GR0SALCX6,,https://www.otto.de/p/hoover-waschmaschine-hmqd-410cbl9-84-10-kg-1400-u-min-activesteam-dampffunktion-S05GR0SA/,Hoover Waschmaschine HMQD 410CBL9-84,,,Hoover,"999,99 €","1.099,00 €",-9%,lieferbar - in 5-6 Werktagen bei dir,Available - at your door in 5-6 working days,,,A,https://i.otto.de/i/otto/c0cea69d-cf5f-41e2-916e-c4abe46fdb1b?$dv_energieetikett$,https://d.otto.de/files/f775ff3d-5d95-422c-a661-f57f53fe3355.pdf,"{""Kapazität Waschen"": ""10 kg"", ""Betriebsgeräusch"": ""68 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,18,18,main
topseller_api,1,0,19,19,19,19,organic,True,S0KGF0MQ,S0KGF0MQMMY3,,https://www.otto.de/p/daewoo-waschmaschine-wm-fb0634w1a-de-10-kg-1400-u-min-frontlader-inverter-motor-10kg-allergy-safe-programm-S0KGF0MQ/,Daewoo Waschmaschine WM-FB0634W1A-DE,,,Daewoo,"299,99 €","929,00 €",-68%,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,,,A,https://i.otto.de/i/otto/7d9b9b0b-6e42-52b3-8f50-175ad56288c8?$dv_energieetikett$,https://d.otto.de/files/7aa0b262-c4d8-4c56-8f98-0ac660df0c33.pdf,"{""Kapazität Waschen"": ""10 kg"", ""Betriebsgeräusch"": ""75 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,19,19,main
topseller_api,1,0,20,20,20,20,organic,True,C1832948704,1832949899,,https://www.otto.de/p/bauknecht-waschmaschine-b7x-89e-silence-de-8-kg-1400-u-min-die-leiseste-bauknecht-waschmaschine-tag-und-nacht-nutzbar-C1832948704/,BAUKNECHT Waschmaschine B7X 89E SILENCE DE,,,BAUKNECHT,"555,00 €","909,00 €",-39%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,90,4.5,A,https://i.otto.de/i/otto/e2e49f7e-8430-5d4d-977b-eaf58f976fda?$dv_energieetikett$,https://d.otto.de/files/e35c9010-5914-5930-b250-72e8d7d2217d.pdf,"{""Kapazität Waschen"": ""8 kg"", ""Betriebsgeräusch"": ""65 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,20,20,main
topseller_api,1,0,21,21,21,21,organic,True,1524529640,1524530324,,https://www.otto.de/p/samsung-waschmaschine-ww4900t-ww8et4048ce-8-kg-1400-u-min-1524529640/,Samsung Waschmaschine WW4900T WW8ET4048CE,,,Samsung,"399,00 €","849,00 €",-53%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,241,4.5,B,https://i.otto.de/i/otto/10013a49-87bd-5a9e-b770-a706db87854b?$dv_energieetikett$,https://d.otto.de/files/cabe4dca-55f4-59fe-82c1-7b19f153971c.pdf,"{""Kapazität Waschen"": ""8 kg"", ""Betriebsgeräusch"": ""72 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,21,21,main
topseller_api,1,0,22,22,22,22,organic,True,C1767914271,1767914272,,https://www.otto.de/p/gorenje-waschmaschine-wnhpi-62-scps-de-6-kg-1200-u-min-C1767914271/,GORENJE Waschmaschine WNHPI 62 SCPS/DE,,,GORENJE,"269,00 €","459,00 €",-41%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,121,4.5,C,https://i.otto.de/i/otto/69fcc5a8-202e-5383-b248-db37831431c8?$dv_energieetikett$,https://d.otto.de/files/6a961cd9-1847-5d59-9664-9c9886dbbbac.pdf,"{""Kapazität Waschen"": ""6 kg"", ""Betriebsgeräusch"": ""74 dB(A)"", ""Schleuderdrehzahl"": ""1200 U/min""}",,,,,ldy_keyword,True,22,22,main
topseller_api,1,0,23,23,23,23,organic,True,S0FCJ01D,S0FCJ05T2FPN,,https://www.otto.de/p/beko-waschmaschine-bm3wfu31041r-10-kg-1400-u-min-addxtra-nachlegefunktion-hygieneplus-allergikergeeignet-coldwash-S0FCJ01D/,BEKO Waschmaschine BM3WFU3841R,,,BEKO,"341,99 €","999,00 €",-66%,lieferbar - in 4-5 Werktagen bei dir,Available - at your door in 4-5 working days,22,4.0,A,https://i.otto.de/i/otto/c61a4132-d9d0-4ce4-bfe6-3f9765ae19ec?$dv_energieetikett$,https://d.otto.de/files/81365907-f77a-456c-b93c-de627d5a6350.pdf,"{""Kapazität Waschen"": ""8 kg"", ""Betriebsgeräusch"": ""76 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,23,23,main
topseller_api,1,0,24,24,24,24,sponsored,True,S09CW04C,S09CW04C646H,sponsored,https://www.otto.de/p/exquisit-waschmaschine-wa56110-020a-6-kg-1000-u-min-zuverlaessige-6-kg-waschmaschine-mit-einfacher-bedienung-S09CW04C/,exquisit Waschmaschine WA56110-020A,Gesponsert,Sponsored,exquisit,"299,95 €","439,00 €",-32%,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,6,3.5,A,https://i.otto.de/i/otto/66194531-b019-4a2c-8432-825d01add572?$dv_energieetikett$,https://d.otto.de/files/714b4cf3-7940-4104-814b-d7412c2ee2db.pdf,"{""Kapazität Waschen"": ""6 kg"", ""Betriebsgeräusch"": ""76 dB(A)"", ""Schleuderdrehzahl"": ""1000 U/min""}",,,,,ldy_keyword,True,24,24,main
topseller_api,1,0,25,25,25,25,organic,True,C1693262958,1717647247,,https://www.otto.de/p/bosch-waschmaschine-serie-6-wuu28t48-8-kg-1400-u-min-unterbaufaehig-speed-perfect-hygiene-plus-grosses-led-display-C1693262958/,BOSCH Waschmaschine Serie 6 WUU28T48,,,BOSCH,"579,00 €","1.099,00 €",-47%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,214,5.0,A,https://i.otto.de/i/otto/e8aa844f-58be-51d1-af0f-b8f226c340da?$dv_energieetikett$,https://d.otto.de/files/8ac1c35c-8568-5419-8f75-9ffb8b48f65c.pdf,"{""Kapazität Waschen"": ""8 kg"", ""Betriebsgeräusch"": ""70 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,25,25,main
topseller_api,1,0,26,26,26,26,organic,True,2023726988,2023726989,,https://www.otto.de/p/beko-waschmaschine-wmofe841-8-kg-1400-u-min-steamcure-dampffunktion-fuer-schonende-pflege-und-frische-2023726988/,BEKO Waschmaschine WMOFE841,,,BEKO,"299,00 €","479,00 €",-38%,lieferbar in 3 Wochen,Available in 3 weeks,6,4.5,A,https://i.otto.de/i/otto/d716461d-bb3b-58f2-80c9-f7bbfa791cfe?$dv_energieetikett$,https://d.otto.de/files/a8a88c8e-447b-5236-87a1-7bb422ae9438.pdf,"{""Kapazität Waschen"": ""8 kg"", ""Betriebsgeräusch"": ""76 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,,,ldy_keyword,True,26,26,main
topseller_api,1,0,28,28,28,28,organic,True,S077P0AV,S077P0AVO5OG,,https://www.otto.de/p/bauknecht-waschmaschine-w8-s6300-a-8-kg-1400-u-min-anti-allergie-programm-flecken-40-mehrfachwasserschutzplus-S077P0AV/,BAUKNECHT Waschmaschine W8 S6300 A,,,BAUKNECHT,"379,99 €","949,00 €",-60%,lieferbar - in 2-3 Werktagen bei dir,Available - at your door in 2-3 working days,86,4.0,A,https://i.otto.de/i/otto/a2f0b09e-e756-48bb-9975-d106f68c233b?$dv_energieetikett$,https://d.otto.de/files/b57f1d30-1d13-455b-aba0-d2b5c68c0f73.pdf,"{""Kapazität Waschen"": ""8 kg"", ""Betriebsgeräusch"": ""76 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",,,nur bis Dienstag,Only until Tuesday,ldy_keyword,True,27,27,main
topseller_api,1,0,30,30,30,30,organic,True,1926998830,1927001001,,https://www.otto.de/p/privileg-waschmaschine-my-time-pwf-774a-my-time-de-7-kg-1400-u-min-quick-cycles-5-programme-in-unter-1-stunde-1926998830/,Privileg Waschmaschine MY TIME PWF 774A MY TIME DE,,,Privileg,"299,00 €","459,00 €",-35%,lieferbar in 3 Wochen,Available in 3 weeks,81,4.5,A,https://i.otto.de/i/otto/ef1f7e1c-737c-50b5-8eca-534cd891a0be?$dv_energieetikett$,https://d.otto.de/files/64071101-1150-5674-87f1-73a07e2e301d.pdf,"{""Kapazität Waschen"": ""7 kg"", ""Betriebsgeräusch"": ""76 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,28,28,main
topseller_api,1,0,31,31,31,31,organic,True,1753464411,1753465845,,https://www.otto.de/p/lg-waschmaschine-serie-7-f4wr703yb-13-kg-1400-u-min-1753464411/,LG Waschmaschine Serie 7 F4WR703YB,,,LG,"649,00 €","1.199,00 €",-46%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,67,4.5,A,https://i.otto.de/i/otto/b8a0454e-0ce0-501e-97d3-e974a4f32950?$dv_energieetikett$,https://d.otto.de/files/c17dc992-4c79-5ea8-add9-b356060c5f82.pdf,"{""Kapazität Waschen"": ""13 kg"", ""Betriebsgeräusch"": ""75 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,29,29,main
topseller_api,1,0,32,32,32,32,sponsored,True,S0XH4025,S0XH4025UFAF,sponsored,https://www.otto.de/p/homex-waschmaschine-wf610k1a-w-6-kg-1000-u-min-frontlader-inverter-motor-aquastop-6kg-39-cm-tiefe-eek-a-weiss-S0XH4025/,homeX Waschmaschine WF610K1A-W,Gesponsert,Sponsored,homeX,"259,99 €","499,99 €",-48%,lieferbar - in 3-4 Werktagen bei dir,Available - at your door in 3-4 working days,1,4.0,A,https://i.otto.de/i/otto/bc4abfca-9f4a-5a10-8426-81febcdf99ec?$dv_energieetikett$,https://d.otto.de/files/6b6c3c1c-5388-5e4c-af69-9220f903c06b.pdf,"{""Kapazität Waschen"": ""6 kg"", ""Betriebsgeräusch"": ""74 dB(A)"", ""Schleuderdrehzahl"": ""1000 U/min""}",,,,,ldy_keyword,True,30,30,main
topseller_api,1,0,33,33,33,33,organic,True,1777451603,1777452727,,https://www.otto.de/p/hanseatic-waschmaschine-toplader-htw510c-5-kg-1000-u-min-inkl-3-jahre-herstellergarantie-1777451603/,Hanseatic Waschmaschine Toplader HTW510C,,,Hanseatic,"279,00 €","419,00 €",-33%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,155,4.5,C,https://i.otto.de/i/otto/7344d0a1-d536-5208-8c44-1eadc4da3786?$dv_energieetikett$,https://d.otto.de/files/1f71cbf6-4c58-522d-b5ab-839cf68c8308.pdf,"{""Kapazität Waschen"": ""5 kg"", ""Betriebsgeräusch"": ""78 dB(A)"", ""Schleuderdrehzahl"": ""1000 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,31,31,main
topseller_api,1,0,35,35,35,35,organic,True,2031177291,2031177292,,https://www.otto.de/p/siemens-waschmaschine-iq300-wm14n0a5-8-kg-1400-u-min-2031177291/,SIEMENS Waschmaschine iQ300 WM14N0A5,,,SIEMENS,"499,00 €","889,00 €",-44%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,41,4.5,A,https://i.otto.de/i/otto/574d210f-1682-5e91-868a-b78229718cfc?$dv_energieetikett$,https://d.otto.de/files/d0c65385-1ab8-5d2b-8436-7118d3096563.pdf,"{""Kapazität Waschen"": ""8 kg"", ""Betriebsgeräusch"": ""72 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,32,32,main
topseller_api,1,0,36,36,36,36,organic,True,1627236795,1627236928,,https://www.otto.de/p/bauknecht-waschmaschine-super-eco-9464-a-9-kg-1400-u-min-4-jahre-herstellergarantie-1627236795/,BAUKNECHT Waschmaschine Super Eco 9464 A,,,BAUKNECHT,"439,00 €","1.019,00 €",-57%,lieferbar - in 2-4 Werktagen bei dir,Available - at your door in 2-4 working days,1110,4.5,A,https://i.otto.de/i/otto/8375b2b0-6b15-5bca-88ec-3ddb410f6934?$dv_energieetikett$,https://d.otto.de/files/36b7126c-c507-5ebb-bde4-b6d1abbc6297.pdf,"{""Kapazität Waschen"": ""9 kg"", ""Betriebsgeräusch"": ""76 dB(A)"", ""Schleuderdrehzahl"": ""1400 U/min""}",Sehr beliebt,Very popular,,,ldy_keyword,True,33,33,main
